HEAD	0050569A00831ED38FF80463DB76834A	0100004441	INTF0 28.10.2013 12:00	921,95	JPY	INTF0	APPROVED	28.10.2013 12:00:24	INTF0	28.10.2013 12:10:00	OMGR11	28.10.2013 12:10:00	GMT,,,,,,
ITEM	0050569A00831ED390979D7237E9034A	0050569A00831ED390979687A9F8434A	0000000001		0000000000	Small Department Copier - AR-M207 - 20pp	1720	1720_PG	IT	DEMO4		43212105				01	IKEA_LOCAL_TESTVIEW	43212105		13.11.2013	1,000	1.066,00	1	EA	1.066,00	0,00	0,00				PP1122			AWAITING APPROVAL			ABBA	0000011563	0000011569			,,
ITEM	0050569A00831ED390979D7237EBE34A	0050569A00831ED390979687A9F8434A	0000000002		0000000000	Toner - For Small Department Copier AR-M	1720	1720_PG	IT	DEMO4		44103103				01	IKEA_LOCAL_TESTVIEW	44103103		13.11.2013	1,000	0,01	1	EA	0,01	0,00	0,00				PP1144-M			AWAITING APPROVAL			ABBA	0000011563	0000011569			,,
ACC	0050569A00831ED390979D7237EB234A	0050569A00831ED390979D7237E9034A	0001	EL8	100.00	0000001525	CC4100		RET22STO353				,,,,,,,
ACC	0050569A00831ED390979D7237ED834A	0050569A00831ED390979D7237EBE34A	0001	EL8	100.00	0000001525	CC4100		RET22STO353				,,,,,,,
APP	0050569A00831ED390979687A9F8434A	001	Financial Approval	ACTIVE	OPEN	AIPT	29.10.2013 18:11:00		CET,,,,,,,
APP	0050569A00831ED390979687A9F8434A	002	Financial Approval	VALID	OPEN	TERU			,,,,,,,
APP	0050569A00831ED390979687A9F8434A	003	Financial Approval	VALID	OPEN	NCST			,,,,,,,
HEAD	0050569A00831ED39097A93BB71AA34A	0100004452	ELAL 29.10.2013 18:12	0,01	JPY	ELAL	REJECTED	29.10.2013 18:12:31	INTF0	29.10.2013 18:16:13	CLIN		GMT,,,,,,
ITEM	0050569A00831ED39097AE8C7547C34A	0050569A00831ED39097A93BB71AA34A	0000000001		0000000000	Toner - For Small Department Copier AR-M	1720	1720_PG	IT	DEMO4		44103103				01	IKEA_LOCAL_TESTVIEW	44103103		13.11.2013	1,000	0,01	1	EA	0,01	0,00	0,00			X	PP1144-M			REJECTED			ELAL	0000011563	0000011563			,,
ACC	0050569A00831ED39097AE8C7549E34A	0050569A00831ED39097AE8C7547C34A	0001	EL8	100.00	0000001525	CC7000		RET22SO012				,,,,,,,
APP	0050569A00831ED39097A93BB71AA34A	001	Financial Approval	COMPLETED	REJECTED	CLIN	29.10.2013 18:14:24	29.10.2013 18:16:12	CET,,,,,,,
HEAD	0050569A00831ED390B0A9EC869A034A	0100004463	INTF0 30.10.2013 18:04	0,96	JPY	INTF0	APPROVED	30.10.2013 18:04:23	INTF0	09.04.2014 09:09:06	IBXRT	09.04.2014 09:09:06	GMT,,,,,,
ITEM	0050569A00831ED390B0ABCDE0A0834A	0050569A00831ED390B0A9EC869A034A	0000000001	2000010983	0000000001	Toner - For Small Department Copier AR-M	1710	1710_PG_01	IT	DEMO4		44103103				01	IKEA_LOCAL_TESTVIEW	44103103		22.04.2014	100,000	0,01	1	EA	0,01	0,00	0,00		X		PP1144-M			APPROVED			INTF0	0000011546	0000011547			,,
ACC	0050569A00831ED390B0ABCDE0A2A34A	0050569A00831ED390B0ABCDE0A0834A	0001	EL8	100.00	0000006111	CC0001		RET16STO020				,,,,,,,
APP	0050569A00831ED390B0A9EC869A034A	001	Financial Approval	COMPLETED	APPROVED	IBXRT	30.10.2013 18:04:53	09.04.2014 09:08:45	CET,,,,,,,
HEAD	0050569A00831ED390B0ACDDEAE2A34A	0100004464	INTF0 30.10.2013 18:04	3.073,15	JPY	INTF0	APPROVED	30.10.2013 18:04:59	INTF0	09.04.2014 09:09:13	IBXRT	09.04.2014 09:09:13	GMT,,,,,,
ITEM	0050569A00831ED390B0AF1F8FB2634A	0050569A00831ED390B0ACDDEAE2A34A	0000000001	2000010985	0000000001	Safety shoe - Stalex 888 - sizes 35-45	1710	1710_PG_01	IT	DEMO2		46181605				01	IKEA_LOCAL_TESTVIEW	46181605		14.04.2014	50,000	64,00	1	PAA	64,00	0,00	0,00		X		CC2222			APPROVED			INTF0	0000011546	0000011547			,,
ACC	0050569A00831ED390B0AF1F8FB4834A	0050569A00831ED390B0AF1F8FB2634A	0001	EL8	100.00	0000007384	CC0001		RET16STO020				,,,,,,,
APP	0050569A00831ED390B0ACDDEAE2A34A	001	Financial Approval	COMPLETED	APPROVED	IBXRT	30.10.2013 18:05:34	09.04.2014 09:08:54	CET,,,,,,,
HEAD	0050569A00831ED390B0AFEA2F7DC34A	0100004465	INTF0 30.10.2013 18:05	96,04	JPY	INTF0	APPROVED	30.10.2013 18:05:40	INTF0	09.04.2014 09:09:17	IBXRT	09.04.2014 09:09:17	GMT,,,,,,
ITEM	0050569A00831ED390B0B1FCB518C34A	0050569A00831ED390B0AFEA2F7DC34A	0000000001	2000010984	0000000001	Steel Scissors - 8 inch Bent - Black Pla	1710	1710_PG_01	IT	DEMO1		44121618				01	IKEA_LOCAL_TESTVIEW	44121618		11.04.2014	100,000	1,00	1	EA	1,00	0,00	0,00		X		AA2222			APPROVED			INTF0	0000011546	0000011547			,,
ACC	0050569A00831ED390B0B1FCB51AE34A	0050569A00831ED390B0B1FCB518C34A	0001	EL8	100.00	0000006111	CC0001		RET16STO020				,,,,,,,
APP	0050569A00831ED390B0AFEA2F7DC34A	001	Financial Approval	COMPLETED	APPROVED	IBXRT	30.10.2013 18:06:14	09.04.2014 09:08:58	CET,,,,,,,
HEAD	0050569A00831ED390B0D873DD0A634A	0100004466	INTF0 30.10.2013 18:14	3.073,15	JPY	INTF0	APPROVED	30.10.2013 18:14:44	INTF0	09.04.2014 09:09:30	IBXRT	09.04.2014 09:09:30	GMT,,,,,,
ITEM	0050569A00831ED390B0DA9D2EC0A34A	0050569A00831ED390B0D873DD0A634A	0000000001	2000010987	0000000001	Safety shoe - Stalex 888 - sizes 35-45	1710	1710_PG_01	IT	DEMO2		46181605				01	IKEA_LOCAL_TESTVIEW	46181605		14.04.2014	50,000	64,00	1	PAA	64,00	0,00	0,00		X		CC2222			APPROVED			INTF0	0000011546	0000011547			,,
ACC	0050569A00831ED390B0DA9D2EC2C34A	0050569A00831ED390B0DA9D2EC0A34A	0001	EL8	100.00	0000007384	CC0001		RET16STO020				,,,,,,,
APP	0050569A00831ED390B0D873DD0A634A	001	Financial Approval	COMPLETED	APPROVED	IBXRT	30.10.2013 18:15:18	09.04.2014 09:09:19	CET,,,,,,,
HEAD	0050569A00831ED390B10F0D1D64834A	0100004467	INTF0 30.10.2013 18:26	1.229,26	JPY	INTF0	APPROVED	30.10.2013 18:26:56	INTF0	09.04.2014 09:09:27	IBXRT	09.04.2014 09:09:27	GMT,,,,,,
ITEM	0050569A00831ED390B1142E7010834A	0050569A00831ED390B10F0D1D64834A	0000000001	2000010986	0000000001	Safety shoe - Stalex 888 - sizes 35-45	1710	1710_PG_01	IT	DEMO2		46181605				01	IKEA_LOCAL_TESTVIEW	46181605		14.04.2014	20,000	64,00	1	PAA	64,00	0,00	0,00		X		CC2222			APPROVED			INTF0	0000011546	0000011547			,,
ACC	0050569A00831ED390B1142E7012A34A	0050569A00831ED390B1142E7010834A	0001	EL8	100.00	0000007384	CC0001		RET16STO020				,,,,,,,
APP	0050569A00831ED390B10F0D1D64834A	001	Financial Approval	COMPLETED	APPROVED	IBXRT	30.10.2013 18:28:11	09.04.2014 09:09:20	CET,,,,,,,
HEAD	0050569A00831ED390B1255392BE834A	0100004468	INTF0 30.10.2013 18:31	192,07	JPY	INTF0	APPROVED	30.10.2013 18:31:54	INTF0	09.04.2014 09:09:36	IBXRT	09.04.2014 09:09:36	GMT,,,,,,
ITEM	0050569A00831ED390B12724C6BF834A	0050569A00831ED390B1255392BE834A	0000000001	2000010988	0000000001	Steel Scissors - 8 inch Bent - Black Pla	1710	1710_PG_01	IT	DEMO1		44121618				01	IKEA_LOCAL_TESTVIEW	44121618		11.04.2014	200,000	1,00	1	EA	1,00	0,00	0,00		X		AA2222			APPROVED			INTF0	0000011546	0000011547			,,
ACC	0050569A00831ED390B12724C6C1A34A	0050569A00831ED390B12724C6BF834A	0001	EL8	100.00	0000006111	CC0001		RET16STO020				,,,,,,,
APP	0050569A00831ED390B1255392BE834A	001	Financial Approval	COMPLETED	APPROVED	IBXRT	30.10.2013 18:32:26	09.04.2014 09:09:21	CET,,,,,,,
HEAD	0050569A00831ED390B16230F660E34A	0100004469	INTF0 30.10.2013 18:45	6.242,34	JPY	INTF0	APPROVED	30.10.2013 18:45:33	INTF0	09.04.2014 09:09:40	IBXRT	09.04.2014 09:09:40	GMT,,,,,,
ITEM	0050569A00831ED390B16410B175234A	0050569A00831ED390B16230F660E34A	0000000001	2000010989	0000000001	Memory - 256 MB - For Small Department C	1710	1710_PG_01	IT	DEMO4		32101622				01	IKEA_LOCAL_TESTVIEW	32101622		22.04.2014	100,000	65,00	1	EA	65,00	0,00	0,00		X		PP1155-O			APPROVED			INTF0	0000011546	0000011547			,,
ACC	0050569A00831ED390B16410B177434A	0050569A00831ED390B16410B175234A	0001	EL8	100.00	0000005411	CC0001		RET16STO020				,,,,,,,
APP	0050569A00831ED390B16230F660E34A	001	Financial Approval	COMPLETED	APPROVED	IBXRT	30.10.2013 18:46:04	09.04.2014 09:09:23	CET,,,,,,,
HEAD	0050569A00831ED390B16B5E4BF7A34A	0100004470	INTF0 30.10.2013 18:47	192,07	JPY	INTF0	APPROVED	30.10.2013 18:47:36	INTF0	09.04.2014 09:09:48	IBXRT	09.04.2014 09:09:48	GMT,,,,,,
ITEM	0050569A00831ED390B16E95887FA34A	0050569A00831ED390B16B5E4BF7A34A	0000000001	2000010990	0000000001	Steel Scissors - 8 inch Bent - Black Pla	1710	1710_PG_01	IT	DEMO1		44121618				01	IKEA_LOCAL_TESTVIEW	44121618		11.04.2014	200,000	1,00	1	EA	1,00	0,00	0,00		X		AA2222			APPROVED			INTF0	0000011546	0000011547			,,
ACC	0050569A00831ED390B16E958881C34A	0050569A00831ED390B16E95887FA34A	0001	EL8	100.00	0000006111	CC0001		RET16STO020				,,,,,,,
APP	0050569A00831ED390B16B5E4BF7A34A	001	Financial Approval	COMPLETED	APPROVED	IBXRT	30.10.2013 18:48:24	09.04.2014 09:09:29	CET,,,,,,,
HEAD	0050569A00831ED390B170D3BFFE634A	0100004471	INTF0 30.10.2013 18:48	240,57	JPY	INTF0	APPROVED	30.10.2013 18:48:52	INTF0	09.04.2014 09:10:15	IBXRT	09.04.2014 09:10:15	GMT,,,,,,
ITEM	0050569A00831ED390B17378BDABE34A	0050569A00831ED390B170D3BFFE634A	0000000001	2000010991	0000000001	Stapler - Plastic - Accommodates Full St	1710	1710_PG_01	IT	DEMO1		44121615				01	IKEA_LOCAL_TESTVIEW	44121615		11.04.2014	50,000	5,00	1	EA	5,00	0,00	0,00		X		AA2233			APPROVED			INTF0	0000011546	0000011547			,,
ITEM	0050569A00831ED390B17378BDAEC34A	0050569A00831ED390B170D3BFFE634A	0000000002	2000010991	0000000002	Staples for Desktop/Handheld Staplers 50	1710	1710_PG_01	IT	DEMO1		44122107				01	IKEA_LOCAL_TESTVIEW	44122107		11.04.2014	50,000	0,01	1	PAK	0,01	0,00	0,00		X		AA2244-M			APPROVED			INTF0	0000011546	0000011547			,,
ACC	0050569A00831ED390B17378BDAE034A	0050569A00831ED390B17378BDABE34A	0001	EL8	100.00	0000006111	CC0001		RET16STO020				,,,,,,,
ACC	0050569A00831ED390B17378BDB0634A	0050569A00831ED390B17378BDAEC34A	0001	EL8	100.00	0000006111	CC0001		RET16STO020				,,,,,,,
APP	0050569A00831ED390B170D3BFFE634A	001	Financial Approval	COMPLETED	APPROVED	IBXRT	30.10.2013 18:49:30	09.04.2014 09:10:04	CET,,,,,,,
HEAD	0050569A00831ED390B173EC9246C34A	0100004472	INTF0 30.10.2013 18:49	288,11	JPY	INTF0	ACCEPT CHANGES	30.10.2013 18:49:38	INTF0	30.10.2013 18:49:38	INTF0		GMT,,,,,,
ITEM	0050569A00831ED390B176AF5CDBE34A	0050569A00831ED390B173EC9246C34A	0000000001		0000000000	Staple Remover - Claw Style	1710	1710_PG_01	IT	DEMO1		44121613				01	IKEA_LOCAL_TESTVIEW	44121613		04.11.2013	150,000	2,00	1	EA	2,00	0,00	0,00				PLAIN			RECALLED			INTF0	0000011546	0000011547			,,
ACC	0050569A00831ED390B176AF5CDE034A	0050569A00831ED390B176AF5CDBE34A	0001	EL8	100.00	0000006111	CC0001		RET16STO020				,,,,,,,
APP	0050569A00831ED390B173EC9246C34A	002	Financial Approval	VALID	OPEN	OMGR11			,,,,,,,
APP	0050569A00831ED390B173EC9246C34A	999	Requestor Approval	ACTIVE	ACCEPT CHANGES	INTF0	15.11.2013 13:41:53		CET,,,,,,,
APP	0050569A00831ED390B173EC9246C34A	001	Financial Approval	ABORTED	OPEN		30.10.2013 18:50:19		CET,,,,,,,
HEAD	0050569A00831ED390BFC66675B0E34A	0100004474	TESTUSER 31.10.2013 08:30	61,46	JPY	TESTUSER	APPROVED	31.10.2013 08:29:39	INTF0	31.10.2013 08:32:05	OMGR42	31.10.2013 08:32:05	GMT,,,,,,
ITEM	0050569A00831ED390BFCD77ADE1434A	0050569A00831ED390BFC66675B0E34A	0000000001	2000010869	0000000001	Safety shoe - Stalex 888 - sizes 35-45	1710	1710_PG_01	IT	DEMO2		46181605				01	IKEA_LOCAL_TESTVIEW	46181605		08.11.2013	1,000	64,00	1	PAA	64,00	0,00	0,00		X		CC2222			APPROVED			TESTUSER	0000011521	0000011521			,,
ACC	0050569A00831ED390BFCD77ADE3634A	0050569A00831ED390BFCD77ADE1434A	0001	EL8	100.00	0000007384	CC0016		RET16STO021				,,,,,,,
APP	0050569A00831ED390BFC66675B0E34A	001	Financial Approval	COMPLETED	APPROVED	OMGR42	31.10.2013 08:31:28	31.10.2013 08:32:02	CET,,,,,,,
HEAD	0050569A00831ED390C4242BB5D5834A	0100004479	202 LUSER44 31.10.2013 K-kenkä	773,12	KRW	LUSER44	AWAITING APPROVAL	31.10.2013 12:39:46	LUSER44	30.01.2014 09:05:38	IBXSAS		GMT,,,,,,
ITEM	0050569A00831ED390C43F251974C34A	0050569A00831ED390C4242BB5D5834A	0000000001		0000000000	Safety shoe - Stalex 888 - sizes 35-45	1710	1710_PG_01	IT	DEMO2		46181605				01	IKEA_LOCAL_TESTVIEW	46181605		04.02.2014	1,000	64,00	1	PAA	64,00	0,00	0,00				CC2222			AWAITING APPROVAL			LUSER44	0000011546	0000058985			,,
ACC	0050569A00831ED390C4642858F2434A	0050569A00831ED390C43F251974C34A	0001	EL8	100.00	0000007384	CC0006		RET16STO020				,,,,,,,
APP	0050569A00831ED390C4242BB5D5834A	001	Financial Approval	COMPLETED	APPROVED	IBXSAS	31.10.2013 13:04:54	30.01.2014 09:05:40	CET,,,,,,,
APP	0050569A00831ED390C4242BB5D5834A	002	Financial Approval	ACTIVE	OPEN	OMGR26	30.01.2014 09:06:01		CET,,,,,,,
HEAD	0050569A00831ED390C428BD1AE7234A	0100004481	202LUSER32 31.10.2013 k-kenkä	3.249,52	KRW	LUSER32	AWAITING APPROVAL	31.10.2013 12:40:47	LUSER32	30.01.2014 09:05:58	IBXSAS		GMT,,,,,,
ITEM	0050569A00831ED390C43F991BE7C34A	0050569A00831ED390C428BD1AE7234A	0000000001		0000000000	Network box - For Small Department Copie	1710	1710_PG_02	IT	DEMO4		43222609				01	IKEA_LOCAL_TESTVIEW	43222609		10.02.2014	1,000	205,00	1	EA	205,00	0,00	0,00				PP1177-O			AWAITING APPROVAL			LUSER32	0000020281	0000058941			,,
ITEM	0050569A00831ED390C43F991BEAA34A	0050569A00831ED390C428BD1AE7234A	0000000002		0000000000	Safety shoe - Stalex 888 - sizes 35-45	1710	1710_PG_01	IT	DEMO2		46181605				01	IKEA_LOCAL_TESTVIEW	46181605		04.02.2014	1,000	64,00	1	PAA	64,00	0,00	0,00				CC2222			AWAITING APPROVAL			LUSER32	0000020281	0000058941			,,
ACC	0050569A00831ED390C43F991BEC434A	0050569A00831ED390C43F991BEAA34A	0001	EL8	100.00	0000007384	CC0006		RET16STO020				,,,,,,,
ACC	0050569A00831ED390C43F991BE9E34A	0050569A00831ED390C43F991BE7C34A	0001	EL8	100.00	0000001623	CC0006		RET16STO020				,,,,,,,
APP	0050569A00831ED390C428BD1AE7234A	001	Financial Approval	COMPLETED	APPROVED	IBXSAS	31.10.2013 13:06:42	30.01.2014 09:05:59	CET,,,,,,,
APP	0050569A00831ED390C428BD1AE7234A	002	Financial Approval	ACTIVE	OPEN	OMGR26	30.01.2014 09:06:11		CET,,,,,,,
HEAD	0050569A00831ED390C4298F54C8834A	0100004483	202LUSER33 31.10.2013 k-kenkä	3.249,52	KRW	LUSER33	ACCEPT CHANGES	31.10.2013 12:41:00	LUSER33	31.10.2013 12:41:00	LUSER33		GMT,,,,,,
ITEM	0050569A00831ED390C43FE41A13E34A	0050569A00831ED390C4298F54C8834A	0000000002		0000000000	Network box - For Small Department Copie	1710	1710_PG_02	IT	DEMO4		43222609				01	IKEA_LOCAL_TESTVIEW	43222609		15.11.2013	1,000	205,00	1	EA	205,00	0,00	0,00				PP1177-O			RECALLED			LUSER33	0000011546	0000011521			,,
ITEM	0050569A00831ED390C43FE41A11034A	0050569A00831ED390C4298F54C8834A	0000000001		0000000000	Safety shoe - Stalex 888 - sizes 35-45	1710	1710_PG_01	IT	DEMO2		46181605				01	IKEA_LOCAL_TESTVIEW	46181605		08.11.2013	1,000	64,00	1	PAA	64,00	0,00	0,00				CC2222			RECALLED			LUSER33	0000011546	0000011521			,,
ACC	0050569A00831ED390C43FE41A13234A	0050569A00831ED390C43FE41A11034A	0001	EL8	100.00	0000007384	CC0009		RET16STO020				,,,,,,,
ACC	0050569A00831ED390C43FE41A15834A	0050569A00831ED390C43FE41A13E34A	0001	EL8	100.00	0000001623	CC0009		RET16STO020				,,,,,,,
APP	0050569A00831ED390C4298F54C8834A	001	Financial Approval	ABORTED	OPEN		31.10.2013 13:05:15		CET,,,,,,,
APP	0050569A00831ED390C4298F54C8834A	999	Requestor Approval	ACTIVE	ACCEPT CHANGES	LUSER33	02.05.2018 13:13:28		CET,,,,,,,
APP	0050569A00831ED390C4298F54C8834A	002	No approval required	VALID	OPEN	WF-BATCH			,,,,,,,
HEAD	0050569A00831ED390C4B2D2D44E434A	0100004487	202LUSER44 31.10.2013 Kenkä -kauppa	1.546,24	KRW	LUSER44	AWAITING APPROVAL	31.10.2013 13:11:41	LUSER44	30.01.2014 09:06:45	IBXSAS		GMT,,,,,,
ITEM	0050569A00831ED390C4BA1E8E84434A	0050569A00831ED390C4B2D2D44E434A	0000000001		0000000000	Safety shoe - Stalex 888 - sizes 35-45	1710	1710_PG_01	IT	DEMO2		46181605				01	IKEA_LOCAL_TESTVIEW	46181605		04.02.2014	1,000	64,00	1	PAA	64,00	0,00	0,00				CC2222			AWAITING APPROVAL			LUSER44	0000011546	0000058985			,,
ITEM	0050569A00831ED390C4BA1E8E87234A	0050569A00831ED390C4B2D2D44E434A	0000000002		0000000000	Safety shoe - Stalex 888 - sizes 35-45	1710	1710_PG_01	IT	DEMO2		46181605				01	IKEA_LOCAL_TESTVIEW	46181605		04.02.2014	1,000	64,00	1	PAA	64,00	0,00	0,00				CC2222			AWAITING APPROVAL			LUSER44	0000011546	0000058985			,,
ACC	0050569A00831ED390C4BA1E8E86634A	0050569A00831ED390C4BA1E8E84434A	0001	EL8	100.00	0000007384	CC0006		RET16STO020				,,,,,,,
ACC	0050569A00831ED390C4BA1E8E88C34A	0050569A00831ED390C4BA1E8E87234A	0001	EL8	100.00	0000007384	CC0006		RET16STO020				,,,,,,,
APP	0050569A00831ED390C4B2D2D44E434A	001	Financial Approval	COMPLETED	APPROVED	IBXSAS	31.10.2013 13:42:14	30.01.2014 09:06:47	CET,,,,,,,
APP	0050569A00831ED390C4B2D2D44E434A	002	Financial Approval	ACTIVE	OPEN	OMGR26	30.01.2014 09:06:55		CET,,,,,,,
HEAD	0050569A00831ED390C4D279C234834A	0100004490	202 LUSER44 31.10.2013 Cleaning	0,12	KRW	LUSER44	AWAITING APPROVAL	31.10.2013 13:18:44	LUSER44	30.01.2014 09:06:02	IBXSAS		GMT,,,,,,
ITEM	0050569A00831ED390C4EFC9E162034A	0050569A00831ED390C4D279C234834A	0000000001		0000000000	CLEANING EXPERT INC- Freetext product -	1710	1710_PG_01	IT	DEMO7		76110000				01	IKEA_LOCAL_TESTVIEW	76110000		03.02.2014	1,000	0,01	1	TAG	0,01	0,00	0,00				DD1133			AWAITING APPROVAL			LUSER44	0000011546	0000058985			,,
ACC	0050569A00831ED390C4EFC9E164234A	0050569A00831ED390C4EFC9E162034A	0001	EL8	100.00	0000005161	CC0006		RET16STO020				,,,,,,,
